date,media_label,count_tweets
2023-06-27,Leparisien.fr,1887
2023-06-27,Paris-Normandie.fr,10
2023-06-27,Tvadp.fr,116
2023-06-27,fr.Euronews.com,4
2023-06-27,Francetvinfo.fr,395
2023-06-27,Off-Investigation.fr,67
2023-06-27,Liberation.fr,330
2023-06-27,Actu17.fr,283
2023-06-27,Ledauphine.com,2
2023-06-27,Challenges.fr,3
2023-06-27,Lexpress.fr,3
2023-06-27,Ouest-France.fr,33
2023-06-27,Lecourrier-Du-Soir.com,13
2023-06-27,Actu.fr,152
2023-06-27,Israel247.org,5
2023-06-27,Huffingtonpost.fr,68
2023-06-27,Estrepublicain.fr,3
2023-06-27,Bvoltaire.fr,31
2023-06-27,Fdesouche.com,360
2023-06-27,Lefigaro.fr,85
2023-06-27,Lecourrierdesstrateges.fr,10
2023-06-27,Lalsace.fr,3
2023-06-27,Politis.fr,595
2023-06-27,Lejsl.com,1
2023-06-27,Marieclaire.fr,1
2023-06-27,Bfmtv.com,654
2023-06-27,Europe1.fr,8
2023-06-27,Nouvelobs.com,6
2023-06-27,Policeetrealites.com,712
2023-06-27,Cnews.fr,305
2023-06-27,Bienpublic.com,9
2023-06-27,Francesoir.fr,1
2023-06-27,Lamontagne.fr,2
2023-06-27,Francebleu.fr,61
2023-06-27,Lejdc.fr,5
2023-06-27,Jeanmarcmorandini.com,51
2023-06-27,Lindependant.fr,16
2023-06-27,Actuforcesdelordre.fr,13
2023-06-27,Midilibre.fr,20
2023-06-27,Geo.fr,5
2023-06-27,Ladepeche.fr,34
2023-06-27,Lanouvellerepublique.fr,2
2023-06-27,Lyonne.fr,4
2023-06-27,Lechorepublicain.fr,5
2023-06-27,Lemonde.fr,1192
2023-06-27,Arabnews.fr,1
2023-06-27,Oisehebdo.fr,2
2023-06-27,Tf1Info.fr,46
2023-06-27,Laprovence.com,231
2023-06-27,20Minutes.fr,31
2023-06-27,Varmatin.com,2
2023-06-27,Lyonmag.com,2
2023-06-27,Contre-Attaque.net,21
2023-06-27,Radiofrance.fr /franceinter,140
2023-06-27,Leprogres.fr,8
2023-06-27,Bondyblog.fr,33
2023-06-27,Reseauinternational.net,1
2023-06-27,Charentelibre.fr,2
2023-06-27,Europe-Israel.org,3
2023-06-27,Mediacites.fr,1
2023-06-27,Paris-Luttes.info,9
2023-06-27,Reporterre.net,1
2023-06-27,Basta.media,85
2023-06-27,Parismatch.com,7
2023-06-27,Booska-P.com,35
2023-06-27,Actu-Mag.fr,2
2023-06-27,Trashtalk.co,74
2023-06-27,Linternaute.com,3
2023-06-27,Mediapart.fr,622
2023-06-27,Limportant.fr,3
2023-06-27,Rtl.fr,11
2023-06-27,Freelanceinfos.fr,2
2023-06-27,Arte.tv,2
2023-06-27,Veridik.fr,2
2023-06-27,Lepoint.fr,61
2023-06-27,Sortiraparis.com,3
2023-06-27,Courrier-Picard.fr,2
2023-06-27,Lyoncapitale.fr,1
2023-06-27,La-Croix.com,5
2023-06-27,Tvl.fr,4
2023-06-27,Movierama.fr,2
2023-06-27,Actualitte.com,2
2023-06-27,Humanite.fr,42
2023-06-27,Madmoizelle.com,1
2023-06-27,Valeursactuelles.com,5
2023-06-27,Voici.fr,1
2023-06-27,Bebasket.fr,1
2023-06-27,Les-Crises.fr,1
2023-06-27,Latribune.fr,1
2023-06-27,Streetpress.com,21
2023-06-27,Leberry.fr,3
2023-06-27,Nicematin.com,4
2023-06-27,Revolutionpermanente.fr,3
2023-06-27,Corsematin.com,2
2023-06-27,Legavox.fr,1
2023-06-27,Arretsurimages.net,9
2023-06-27,Safetypromo.net,4
2023-06-27,Centrepresseaveyron.fr,1
2023-06-27,Lopinion.fr,1
2023-06-27,Sudouest.fr,17
2023-06-27,Letelegramme.fr,2
2023-06-27,Radiofrance.fr /franceculture,1
2023-06-27,Footmercato.net,1
2023-06-27,Rfi.fr,1
2023-06-27,Lejdd.fr,3
2023-06-27,Apar.tv,1
2023-06-27,Courrierinternational.com,1
2023-06-27,Michelonfray.com,1
2023-06-27,Lesinrocks.com,1
2023-06-27,Ohmymag.com,1
2023-06-27,Lavoixdunord.fr,1
2023-06-27,Lunion.fr,1
2023-06-27,Palestine-Solidarite.fr,1
2023-06-27,Republicain-Lorrain.fr,1
2023-06-27,Theatrum-Belli.com,2
2023-06-27,Journaldesfemmes.fr,1
2023-06-27,Marianne.net,7
2023-06-27,Zinfos974.com,1
2023-06-27,Aa.com.tr /fr,1
2023-06-27,Lest-Eclair.fr,1
2023-06-27,Public.fr,1
2023-06-27,Lemediaen442.fr,1
2023-06-28,Francetvinfo.fr,3286
2023-06-28,Politis.fr,365
2023-06-28,Off-Investigation.fr,136
2023-06-28,20Minutes.fr,100
2023-06-28,Lemonde.fr,1267
2023-06-28,Tf1Info.fr,166
2023-06-28,Mediapart.fr,2893
2023-06-28,Ouest-France.fr,117
2023-06-28,Policeetrealites.com,1048
2023-06-28,Cnews.fr,1077
2023-06-28,Bfmtv.com,5818
2023-06-28,Ladepeche.fr,345
2023-06-28,Leparisien.fr,5444
2023-06-28,Tvadp.fr,118
2023-06-28,Marianne.net,559
2023-06-28,Trashtalk.co,12
2023-06-28,Liberation.fr,6036
2023-06-28,Laprovence.com,63
2023-06-28,Fdesouche.com,6949
2023-06-28,Sudouest.fr,89
2023-06-28,Lefigaro.fr,1096
2023-06-28,Letelegramme.fr,20
2023-06-28,Rtl.fr,39
2023-06-28,Actu.fr,324
2023-06-28,Midilibre.fr,228
2023-06-28,Lequipe.fr,38
2023-06-28,Lamontagne.fr,35
2023-06-28,France24.com,26
2023-06-28,Humanite.fr,115
2023-06-28,Lepoint.fr,208
2023-06-28,Basta.media,727
2023-06-28,Radiofrance.fr /franceinter,381
2023-06-28,Huffingtonpost.fr,192
2023-06-28,Lyonmag.com,6
2023-06-28,Lecourrierdesstrateges.fr,36
2023-06-28,Francebleu.fr,297
2023-06-28,Actu17.fr,565
2023-06-28,Publicsenat.fr,2470
2023-06-28,Courrier-Picard.fr,10
2023-06-28,Parismatch.com,19
2023-06-28,Europe1.fr,2720
2023-06-28,Bondyblog.fr,95
2023-06-28,Lavoixdunord.fr,138
2023-06-28,Actuforcesdelordre.fr,33
2023-06-28,Limportant.fr,24
2023-06-28,Lejdc.fr,3
2023-06-28,Reporterre.net,2
2023-06-28,Businessbourse.com,2
2023-06-28,Egaliteetreconciliation.fr,15
2023-06-28,Safetypromo.net,5
2023-06-28,Automobile-Magazine.fr,5
2023-06-28,Zinfos974.com,3
2023-06-28,Bvoltaire.fr,453
2023-06-28,Valeursactuelles.com,75
2023-06-28,Lanouvellerepublique.fr,5
2023-06-28,Revolutionpermanente.fr,94
2023-06-28,Jeanmarcmorandini.com,1521
2023-06-28,Arabnews.fr,2
2023-06-28,Varmatin.com,17
2023-06-28,Nicematin.com,129
2023-06-28,Corsematin.com,4
2023-06-28,Estrepublicain.fr,9
2023-06-28,Lexpress.fr,46
2023-06-28,Streetpress.com,3
2023-06-28,Lemediatv.fr,40
2023-06-28,Ledauphine.com,20
2023-06-28,Dna.fr,15
2023-06-28,Foot01.com,1
2023-06-28,Footmercato.net,22
2023-06-28,Aa.com.tr /fr,3
2023-06-28,Lindependant.fr,54
2023-06-28,Lalsace.fr,3
2023-06-28,Radiofrance.fr /franceculture,20
2023-06-28,Public.fr,4
2023-06-28,Leberry.fr,6
2023-06-28,Resistancerepublicaine.com,29
2023-06-28,Republicain-Lorrain.fr,4
2023-06-28,Bienpublic.com,16
2023-06-28,Lunion.fr,6
2023-06-28,Lemoniteur.fr,1
2023-06-28,Lejdd.fr,6
2023-06-28,Aulnaycap.com,58
2023-06-28,Lopinion.fr,3
2023-06-28,Paristeam.fr,1
2023-06-28,Tvl.fr,29
2023-06-28,Nouvelobs.com,78
2023-06-28,La-Croix.com,25
2023-06-28,Paris-Luttes.info,44
2023-06-28,Capital.fr,2
2023-06-28,Onzemondial.com,3
2023-06-28,Lechorepublicain.fr,6
2023-06-28,Arretsurimages.net,267
2023-06-28,Atlantico.fr,29
2023-06-28,Paris-Normandie.fr,3
2023-06-28,I24News.tv,4
2023-06-28,Butfootballclub.fr,1
2023-06-28,Linternaute.com,3
2023-06-28,Lest-Eclair.fr,6
2023-06-28,Connaissancedesarts.com,1
2023-06-28,Sudradio.fr,27
2023-06-28,Arte.tv,4
2023-06-28,Imazpress.com,1
2023-06-28,Eurosport.fr,6
2023-06-28,Herault-Tribune.com,1
2023-06-28,Telerama.fr,1
2023-06-28,Breizh-Info.com,1
2023-06-28,Qg.media,29
2023-06-28,Lyonne.fr,5
2023-06-28,Voici.fr,1
2023-06-28,Leprogres.fr,120
2023-06-28,Freelanceinfos.fr,8
2023-06-28,Ripostelaique.com,13
2023-06-28,Lecourrier-Du-Soir.com,5
2023-06-28,Lundi.am,20
2023-06-28,Ohmymag.com,4
2023-06-28,Lecanardenchaine.fr,1
2023-06-28,Blogrioufol.com,238
2023-06-28,Lemediaen442.fr,89
2023-06-28,Foot-National.com,1
2023-06-28,Starmag.com,1
2023-06-28,Linsoumission.fr,112
2023-06-28,Programme-Television.org,1
2023-06-28,Causeur.fr,15
2023-06-28,Closermag.fr,9
2023-06-28,Actu-Mag.fr,1
2023-06-28,fr.Euronews.com,4
2023-06-28,Frustrationmagazine.fr,64
2023-06-28,Linfo.re,2
2023-06-28,Franceguyane.fr,1
2023-06-28,Lesechos.fr,9
2023-06-28,France.tv,30
2023-06-28,Contre-Attaque.net,85
2023-06-28,Actu-Juridique.fr,23
2023-06-28,Sortiraparis.com,1
2023-06-28,Theatrum-Belli.com,1
2023-06-28,Charentelibre.fr,8
2023-06-28,Legrandcontinent.eu,1
2023-06-28,Demotivateur.fr,1
2023-06-28,Ozap.com,2
2023-06-28,Sciencesetavenir.fr,1
2023-06-28,Neonmag.fr,2
2023-06-28,Challenges.fr,8
2023-06-28,Europe-Israel.org,15
2023-06-28,Lemonde.co.il,7
2023-06-28,Maville.com,1
2023-06-28,Reseauinternational.net,5
2023-06-28,Sofoot.com,29
2023-06-28,Ndf.fr,1
2023-06-28,Crowdbunker.com,1
2023-06-28,Slate.fr,1
2023-06-28,Legorafi.fr,125
2023-06-28,Epochtimes.fr,1
2023-06-28,Lyoncapitale.fr,4
2023-06-28,Journaldugeek.com,1
2023-06-28,fr.Sott.net,1
2023-06-28,Cerfia.fr,33
2023-06-28,Radioorient.com,4
2023-06-28,Oisehebdo.fr,1
2023-06-28,24Matins.fr,1
2023-06-28,Les-Crises.fr,1
2023-06-28,Radioscoop.com,1
2023-06-28,Lejsl.com,2
2023-06-28,Rcf.fr,1
2023-06-28,Lesalonbeige.fr,2
2023-06-28,Journaldesfemmes.fr,1
2023-06-28,Marieclaire.fr,8
2023-06-28,Charliehebdo.fr,4
2023-06-28,Elle.fr,1
2023-06-28,Mediabask.eus,1
2023-06-28,Rapportsdeforce.fr,15
2023-06-28,Aufeminin.com,1
2023-06-28,Chartsinfrance.net,1
2023-06-28,Causette.fr,1
2023-06-28,Letribunaldunet.fr,1
2023-06-28,Konbini.com,7
2023-06-28,Israel247.org,2
2023-06-28,Larep.fr,1
2023-06-28,Courrierinternational.com,11
2023-06-28,Femmeactuelle.fr,1
2023-06-28,Lalettrepatriote.com,1
2023-06-28,Frontpopulaire.fr,5
2023-06-28,Monde-Diplomatique.fr,1
2023-06-28,Lesinrocks.com,136
2023-06-28,Madmoizelle.com,1
2023-06-28,Philomag.com,25
2023-06-28,Veridik.fr,1
2023-06-28,Tv5Monde.com,1
2023-06-28,Radioclassique.fr,1
2023-06-28,Topmercato.com,1
2023-06-28,Famillechretienne.fr,2
2023-06-28,Rugbyrama.fr,3
2023-06-28,Rfi.fr,7
2023-06-28,Girondins4Ever.com,1
2023-06-28,Afp.com,18
2023-06-28,Profidecatholica.com,1
2023-06-28,Latribune.fr,1
2023-06-28,Diacritik.com,2
2023-06-28,Rebellyon.info,1
2023-06-28,Radiofrance.fr /mouv,1
2023-06-28,Palestine-Solidarite.fr,1
2023-06-29,Mediapart.fr,5071
2023-06-29,Fdesouche.com,9739
2023-06-29,Bfmtv.com,8179
2023-06-29,Actu17.fr,354
2023-06-29,Nicematin.com,76
2023-06-29,Liberation.fr,5288
2023-06-29,Jeanmarcmorandini.com,938
2023-06-29,Francetvinfo.fr,4067
2023-06-29,20Minutes.fr,214
2023-06-29,Europe1.fr,1202
2023-06-29,Francebleu.fr,1561
2023-06-29,Publicsenat.fr,585
2023-06-29,Basta.media,539
2023-06-29,Ladepeche.fr,402
